tag,method,acc,nll,brier,ece
IDC(HF),Linear,0.883610,0.287672,0.172581,0.031386
IDC(HF),kNN,0.882816,0.859983,0.184225,0.039379
IDC(HF),LabelSpreading,0.879061,0.335346,0.181081,0.032306
IDC(HF),GM,0.877473,0.628156,0.226947,0.081187
IDC(HF),GM-flat,0.877617,0.626817,0.226830,0.080867
IDC(HF),GM-centroid,0.838628,18.185067,0.787297,0.629013
