tag,method,acc,t_fit,t_pred,n_train,n_test,K
circles_2class_fixed,Linear,0.500000,0.00223152,0.00018157,1012,2000,-
circles_2class_fixed,kNN,0.997500,0.00084131,0.06170253,1012,2000,-
circles_2class_fixed,LabelSpreading,0.998000,0.00000000,0.01073296,1012,2000,-
circles_2class_fixed,GM,0.985000,0.28273393,0.12284439,1012,2000,101
circles_2class_fixed,GM-flat,0.985000,0.00000000,0.11859549,1012,2000,101
circles_2class_fixed,GM-instance,0.997500,0.02682794,0.34432667,1012,2000,1012
circles_2class_fixed,GM-centroid,0.493000,0.00040242,0.09948819,1012,2000,2
circles_2class_fixed,GM→LP(sklearn),0.998000,0.00000000,0.01073296,1012,2000,1012
