tag,method,acc,nll,brier,ece
idc,Linear,0.833000,0.410318,0.244456,0.030777
idc,kNN,0.826000,0.990033,0.261870,0.040700
idc,LabelSpreading,0.808750,0.545778,0.291875,0.079085
idc,GM,0.824750,1.187875,0.332084,0.160986
idc,GM-flat,0.824750,1.187648,0.332109,0.160855
idc,GM-instance,0.778000,0.520287,0.334235,0.073381
idc,GM-centroid,0.497000,1.562689,0.535500,0.033500
idc,kNN-budget(P=128),0.823250,0.831034,0.278715,0.059875
