tag,method,acc,t_fit,t_pred,n_train,n_test,K
moons_2class_fixed,Linear,0.868750,0.00253196,0.00019181,1200,800,-
moons_2class_fixed,kNN,0.986250,0.00087979,0.02810309,1200,800,-
moons_2class_fixed,LabelSpreading,0.988750,0.00000000,0.00000000,1200,800,-
moons_2class_fixed,GM,0.935000,0.13093532,0.02318617,1200,800,32
moons_2class_fixed,GM-flat,0.932500,0.00000000,0.02309867,1200,800,32
moons_2class_fixed,GM-instance,0.986250,0.02691473,0.20970192,1200,800,1200
moons_2class_fixed,GM-centroid,0.853750,0.00030292,0.04075125,1200,800,2
moons_2class_fixed,GM→LP(sklearn),0.988750,0.00000000,0.00000000,1200,800,1200
moons_2class_fixed,kNN-budget(P=32),0.873750,0.00095595,0.04229607,32,800,32
circles_2class_fixed,Linear,0.500000,0.00207971,0.00020399,675,800,-
circles_2class_fixed,kNN,1.000000,0.00079745,0.02628903,675,800,-
circles_2class_fixed,LabelSpreading,1.000000,0.00000000,0.00000000,675,800,-
circles_2class_fixed,GM,1.000000,0.09694015,0.02271574,675,800,32
circles_2class_fixed,GM-flat,1.000000,0.00000000,0.02233640,675,800,32
circles_2class_fixed,GM-instance,1.000000,0.01097565,0.21539938,675,800,675
circles_2class_fixed,GM-centroid,0.482500,0.00018286,0.02096593,675,800,2
circles_2class_fixed,GM→LP(sklearn),1.000000,0.00000000,0.00000000,675,800,675
circles_2class_fixed,kNN-budget(P=32),0.500000,0.00063133,0.02490880,32,800,32
moons_2class_fixed,Linear,0.830000,0.00249630,0.00018521,675,800,-
moons_2class_fixed,kNN,0.980000,0.00080928,0.02789762,675,800,-
moons_2class_fixed,LabelSpreading,0.983750,0.00000000,0.00000000,675,800,-
moons_2class_fixed,GM,0.932500,0.09894055,0.02301177,675,800,32
moons_2class_fixed,GM-flat,0.928750,0.00000000,0.02272113,675,800,32
moons_2class_fixed,GM-instance,0.980000,0.01117865,0.24054369,675,800,675
moons_2class_fixed,GM-centroid,0.828750,0.00017421,0.02133700,675,800,2
moons_2class_fixed,GM→LP(sklearn),0.983750,0.00000000,0.00000000,675,800,675
moons_2class_fixed,kNN-budget(P=32),0.500000,0.00058767,0.02480186,32,800,32
circles_2class_fixed,Linear,0.490000,0.00175647,0.00019226,1200,800,-
circles_2class_fixed,kNN,1.000000,0.00094446,0.02787858,1200,800,-
circles_2class_fixed,LabelSpreading,1.000000,0.00000000,0.00000000,1200,800,-
circles_2class_fixed,GM,1.000000,0.13300116,0.02434993,1200,800,32
circles_2class_fixed,GM-flat,1.000000,0.00000000,0.02417770,1200,800,32
circles_2class_fixed,GM-instance,1.000000,0.02635489,0.21537892,1200,800,1200
circles_2class_fixed,GM-centroid,0.490000,0.00027547,0.04213137,1200,800,2
circles_2class_fixed,GM→LP(sklearn),1.000000,0.00000000,0.00000000,1200,800,1200
circles_2class_fixed,kNN-budget(P=32),0.735000,0.00088214,0.04300641,32,800,32
circles_2class_fixed,Linear,0.500000,0.00214145,0.00020142,675,800,-
circles_2class_fixed,kNN,1.000000,0.00079574,0.02899357,675,800,-
circles_2class_fixed,LabelSpreading,1.000000,0.00000000,0.00000000,675,800,-
circles_2class_fixed,GM,1.000000,0.09833251,0.02274606,675,800,32
circles_2class_fixed,GM-flat,1.000000,0.00000000,0.02242221,675,800,32
circles_2class_fixed,GM-instance,1.000000,0.01096069,0.21499556,675,800,675
circles_2class_fixed,GM-centroid,0.496250,0.00018503,0.02113079,675,800,2
circles_2class_fixed,GM→LP(sklearn),1.000000,0.00000000,0.00000000,675,800,675
circles_2class_fixed,kNN-budget(P=32),0.500000,0.00065218,0.02538326,32,800,32
circles_2class_fixed,Linear,0.483750,0.00159792,0.00017374,1200,800,-
circles_2class_fixed,kNN,1.000000,0.00086824,0.02581300,1200,800,-
circles_2class_fixed,LabelSpreading,1.000000,0.00000000,0.00000000,1200,800,-
circles_2class_fixed,GM,1.000000,0.11056063,0.02251279,1200,800,32
circles_2class_fixed,GM-flat,1.000000,0.00000000,0.02232834,1200,800,32
circles_2class_fixed,GM-instance,1.000000,0.02663920,0.19723464,1200,800,1200
circles_2class_fixed,GM-centroid,0.486250,0.00026843,0.03998817,1200,800,2
circles_2class_fixed,GM→LP(sklearn),1.000000,0.00000000,0.00000000,1200,800,1200
circles_2class_fixed,kNN-budget(P=32),0.810000,0.00087828,0.04104331,32,800,32
circles_2class_fixed,Linear,0.495000,0.00173989,0.00020104,1200,800,-
circles_2class_fixed,kNN,1.000000,0.00093472,0.02895180,1200,800,-
circles_2class_fixed,LabelSpreading,1.000000,0.00000000,0.00000000,1200,800,-
circles_2class_fixed,GM,1.000000,0.13388095,0.02434650,1200,800,32
circles_2class_fixed,GM-flat,1.000000,0.00000000,0.02328282,1200,800,32
circles_2class_fixed,GM-instance,1.000000,0.02587848,0.20008368,1200,800,1200
circles_2class_fixed,GM-centroid,0.495000,0.00026806,0.04090742,1200,800,2
circles_2class_fixed,GM→LP(sklearn),1.000000,0.00000000,0.00000000,1200,800,1200
circles_2class_fixed,kNN-budget(P=32),0.705000,0.00087630,0.04243781,32,800,32
moons_2class_fixed,Linear,0.863750,0.00256200,0.00020785,1200,800,-
moons_2class_fixed,kNN,0.997500,0.00095649,0.02731138,1200,800,-
moons_2class_fixed,LabelSpreading,0.991250,0.00000000,0.00000000,1200,800,-
moons_2class_fixed,GM,0.943750,0.13096236,0.02288480,1200,800,32
moons_2class_fixed,GM-flat,0.947500,0.00000000,0.02275676,1200,800,32
moons_2class_fixed,GM-instance,0.996250,0.02716777,0.23512190,1200,800,1200
moons_2class_fixed,GM-centroid,0.847500,0.00030389,0.04050899,1200,800,2
moons_2class_fixed,GM→LP(sklearn),0.991250,0.00000000,0.00000000,1200,800,1200
moons_2class_fixed,kNN-budget(P=32),0.890000,0.00093748,0.04183782,32,800,32
circles_2class_fixed,Linear,0.500000,0.00230026,0.00020087,675,800,-
circles_2class_fixed,kNN,1.000000,0.00079973,0.02829756,675,800,-
