tag,method,acc,nll,brier,ece
idc_pca2d,Linear,0.707165,0.565754,0.382352,0.023784
idc_pca2d,kNN,0.743538,1.066897,0.383887,0.062987
idc_pca2d,LabelSpreading,0.714659,0.713483,0.411264,0.087659
idc_pca2d,GM,0.748337,0.607559,0.380517,0.123394
idc_pca2d,GM-flat,0.748421,0.606682,0.379927,0.121780
idc_pca2d,GM-instance,0.731666,0.563810,0.374766,0.031924
idc_pca2d,GM-centroid,0.699166,8.312338,0.601667,0.300834
idc_pca2d,kNN-budget(P=256),0.747748,1.025018,0.382812,0.065682
