tag,method,acc,nll,brier,ece
idc_pca2d,Linear,0.691252,0.607711,0.419251,0.046646
idc_pca2d,kNN,0.714827,1.016176,0.412261,0.073175
idc_pca2d,LabelSpreading,0.684853,0.736579,0.440515,0.097134
idc_pca2d,GM,0.718363,0.632747,0.406743,0.128319
idc_pca2d,GM-flat,0.720468,0.630683,0.405384,0.129098
idc_pca2d,GM-instance,0.701777,0.590944,0.399575,0.028673
idc_pca2d,GM-centroid,0.674413,8.996308,0.651175,0.325587
idc_pca2d,kNN-budget(P=256),0.697314,1.099206,0.433128,0.075987
